"","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"1367",8.5,0.17,8.53488919820928,754,199.505496943791,0.023596430178376,0.104666614565533,6,2424.33244761406,"1"
"1368",8.5,0.169729961706325,8.5318269451923,753.027003829367,197.586430280192,0.021902968086878,0.104,6,2551.05486597214,"1"
"1369",8.5,0.161877375876065,8.53967953102256,753.812262412393,199.94220602927,0.0211177095038519,0.104,6,2523.57081556623,"1"
"1370",8.5,0.17,8.54775701106352,754,199.575403167356,0.0268599875409791,0.105310005208245,6,2526.34940105188,"1"
"1371",8.5,0.17,8.54639876738017,754,199.052860647629,0.0469932277236303,0.106,6,2537.28697655862,"1"
"1372",8.5,0.17,8.54155690689863,754,197.50541879209,0.0448156142221933,0.105579596978147,6,2516.41586894495,"1"
"1373",8.5,0.17,8.54155690689863,754,197.50541879209,0.0501820919091051,0.106,6,2513.23516004998,"1"
"1374",8.5,0.17,8.54155690689863,754,197.50541879209,0.0413698687088845,0.106,6,2480.30127828941,"1"
"1375",8.5,0.17,8.54155690689863,754.383432061179,197.50541879209,0.0350956513044593,0.106,6,2470.18106259289,"1"
"1376",8.5,0.17,8.54155690689863,754,197.50541879209,0.0343815807459113,0.106,6,2473.94623203296,"1"
"1377",8.5,0.17,8.54155690689863,754.950845303247,197.50541879209,0.0337333531292324,0.106,6,2461.39323757403,"1"
"1378",8.5,0.17,8.54390230475751,754.765460214112,197.50541879209,0.0365099095610139,0.106,6,2465.22171614598,"1"
"1379",8.5,0.17,8.5541353623831,754.371077225776,197.50541879209,0.0289299719162454,0.106,6,2450.33969503199,"1"
"1380",8.5,0.17,8.54155690689863,755,197.50541879209,0.0305251205955801,0.106,6,2457.59514867933,"1"
"1381",8.7,0.17,8.50086083687202,745.930392997339,190.50541879209,0.0199299719162454,0.087,1486.13921400532,866.747073952109,"1"
"1382",8.7,0.17,8.5070853575162,745.447154938243,190.50541879209,0.0199299719162454,0.0875528450617567,1476.60163395014,868,"1"
"1383",8.7,0.17,8.50318127539999,745,190.50541879209,0.0207675350661093,0.088,1447.22335810354,866.324873700272,"1"
"1384",8.7,0.17,8.5025715619122,745,190.50541879209,0.0209299719162454,0.087,1469.95659475611,856.507327506784,"1"
"1385",8.7,0.17,8.50844090171683,745,190.50541879209,0.0212415724344255,0.087,1484.9060181363,861,"1"
"1386",8.7,0.17,8.50939989054634,745,190.50541879209,0.0209299719162454,0.087,1478.09833106934,861.431403270457,"1"
"1387",8.7,0.17,8.49155690689863,745,190.50541879209,0.0206934373244812,0.087,1473.49415724352,856.107723265886,"1"
"1388",8.7,0.17,8.49155690689863,745.147492432967,190.50541879209,0.0209299719162454,0.087,1469.29498486593,856.230090804398,"1"
"1389",8.7,0.17,8.49155690689863,745,190.50541879209,0.0200179526152724,0.087,1485.97644392238,850.087980699027,"1"
"1390",8.7,0.17,8.48628198775522,745,190.50541879209,0.0204024800019042,0.087,1476.60482211551,852.054983828682,"1"
"1391",8.7,0.16,8.49155690689863,745,190.50541879209,0.0209725923718588,0.087,1475.51144546736,851.213102278067,"1"
"1392",8.7,0.16,8.49155690689863,745,190.50541879209,0.0209299719162454,0.087,1462.96336623211,853.86586518283,"1"
"1393",8.7,0.16,8.49155690689863,745,190.50541879209,0.0219271532214416,0.087,1526.98872522078,844.047917811666,"1"
"1394",8.7,0.16,8.49155690689863,745,190.50541879209,0.0215651968343818,0.087,1459.75460196473,845.918200654909,"1"
"1395",8.7,0.16,8.49155690689863,745,190.50541879209,0.0229144938170147,0.087,1517,855.007739049615,"1"
"1396",8.7,0.17,8.48890736865637,745,190.50541879209,0.0206650180920196,0.087,1473.76916883606,856.675230878871,"1"
"1397",8.7,0.16,8.49155690689863,745,190.50541879209,0.0210509519652632,0.087,1523.48392019607,858.943339166697,"1"
"1398",8.7,0.16,8.49155690689863,745,190.50541879209,0.0216311550174077,0.087,1495.96450696513,856,"1"
"1399",8.7,0.16,8.49155690689863,745,190.50541879209,0.022388487722369,0.087,1522.41484193876,849.04367386736,"1"
"1400",8.7,0.16,8.49166530454823,743.02167952992,177.646335736571,0.0219408116812055,0.087,1487.11923741456,854.934961410239,"1"
"1401",8.7,0.17,8.50155690689863,745,189.520351849219,0.022258327563869,0.087,1508.12438493967,859.686577409506,"1"
"1402",8.7,0.16,8.50034305455222,745,190.50541879209,0.0226872014469636,0.087,1495.20813960326,849.242770469282,"1"
"1403",8.7,0.16,8.5009306865657,745,190.50541879209,0.0266168617497833,0.0879373779667076,1474.43444916769,843.937377966708,"1"
"14041",8.61882940696087,0.17,8.60155690689863,751.376588139217,194.50541879209,0.0207416778466367,0.101564882208826,1695.81170593039,849.636116974521,"1"
"1405",8.6,0.17,8.59368044686097,752.212353996234,194.50541879209,0.0217176179200114,0.101212353996234,1662.18530994351,849,"1"
"1406",8.7,0.17,8.60155690689863,752.321068263846,194.50541879209,0.0206089036523999,0.102642136527691,1647.5317509023,847.531750902301,"1"
"1407",8.6,0.17,8.60155690689863,752.480787204113,194.50541879209,0.0209299719162454,0.101740393602056,1679.71134075476,848.480787204113,"1"
"1408",8.7,0.17,8.60155690689863,752.5175039717,194.50541879209,0.0204124679445458,0.102,1646.5875198585,847.105023830198,"1"
"1409",8.7,0.18,8.59693772306957,753,194.50541879209,0.0199299719162454,0.104,1677.05640732311,855.152326468378,"1"
"1410",8.60182606950402,0.17,8.60137429994823,753,194.50541879209,0.0209117112212052,0.102,1673.14174733311,849.109564170241,"1"
"1411",8.7,0.17,8.59896149562498,753.129770563683,194.50541879209,0.0199299719162454,0.104129770563683,1653.70229436317,854.351147181587,"1"
"1412",8.7,0.17,8.60075813290955,753.079877398908,194.50541879209,0.0199299719162454,0.104,1691.88478144258,860.041471213102,"1"
"1413",8.7,0.172252046412323,8.59380895331095,754,194.50541879209,0.0199299719162454,0.104,1659.37806961848,849,"1"
"1414",8.7,0.18,8.58411579391047,753,194.50541879209,0.0199299719162454,0.104744111298816,1667.34689376922,850.023554804735,"1"
"1415",8.7,0.18,8.5967402292468,753.518332234817,194.50541879209,0.0199299719162454,0.104,1641.7800131822,851.44500329555,"1"
"1416",8.7,0.17,8.5834130557516,754,194.50541879209,0.0199299719162454,0.104814385114703,1647.04176373826,849.814385114703,"1"
"1417",8.7,0.17,8.60155690689863,753,194.50541879209,0.0199299719162454,0.104846764350543,1673.62881571194,851.612942597829,"1"
"1418",8.7,0.175751553254668,8.59005380038929,753,194.50541879209,0.0199299719162454,0.105,1675.2745340236,849.849689349066,"1"
"1419",8.7,0.17,8.58647215426958,754,194.50541879209,0.0199299719162454,0.105,1644.01695052581,849.508475262905,"1"
"1420",8.7,0.17,8.58155690689863,753.553998112911,194.50541879209,0.0209299719162454,0.105553998112911,1672.20197546785,852.784007548355,"1"
"1421",8.7,0.17,8.58155690689863,753.142539730296,194.50541879209,0.0207874321859499,0.105,1663.57460269704,854.714920539409,"1"
"1422",8.7,0.17,8.58155690689863,754,194.50541879209,0.0199299719162454,0.105,1646.01262884494,849.783008104656,"1"
"1423",8.7,0.17,8.58155690689863,754,194.50541879209,0.0199299719162454,0.105,1657.03482886311,849.94775670534,"1"
"1424",8.7,0.17,8.58155690689863,754.535876179347,194.50541879209,0.0203940957368986,0.106,1662.38783844025,846.502266510855,"1"
"1425",8.7,0.17,8.58155690689863,753.316117825452,194.50541879209,0.0209299719162454,0.105316117825452,1669.10953173088,853.735528698191,"1"
"1426",8.7,0.17,8.58155690689863,754.494812144898,194.50541879209,0.0199299719162454,0.105494812144898,1653.55706640612,849.968872869387,"1"
"1427",8.6,0.17,8.50572134032206,755.791778328829,197.50541879209,0.0199299719162454,0.109,1662.50133994594,847.624665013514,"1"
"1428",8.6,0.17,8.49835534334474,755.580039088847,195.765301525549,0.0203499328273983,0.109580039088847,1645.8606645104,849.519765466917,"1"
"1429",8.6,0.17,8.51955715552031,755,196.905493378595,0.0201299470540771,0.109,1643.20121824625,851.19985082699,"1"
"1430",8.6,0.17,8.51155690689863,755,195.831141082293,0.0209299719162454,0.109,1611.95433374122,856,"1"
"14311",8.6,0.17,8.50143611720589,756,197.50541879209,0.0199360114008823,0.109,1665.10267123883,846.993960515363,"1"
"1432",8.6,0.17,8.48252723007755,755,197.359870315252,0.0199784880751913,0.110951483841054,1702.50400092732,850.805935364217,"1"
"1433",8.6,0.17,8.49181202521839,755,194.581954288019,0.0209299719162454,0.111,1717.18362137675,846,"1"
"1434",8.6,0.17,8.48835378776363,755,195.466354532589,0.0215705957432446,0.1106796880865,1715.7578166055,845.359376173001,"1"
"1435",8.6,0.17,8.49999653902429,755.156036787434,197.037308429789,0.0207739351288119,0.111,1683.97152176336,846.780183937168,"1"
"1436",8.6,0.17,8.48389433169331,755,197.50541879209,0.0199299719162454,0.109,1691.14233454829,844.701227438403,"1"
"1437",8.6,0.17,8.48372082897521,755.783607792342,196.856242169116,0.02641522646264,0.110216392207658,1692.92455064505,848.350823377026,"1"
"1438",8.6,0.17,8.48155690689863,756,196.380229109621,0.0199299719162454,0.11062493677251,1667.99848254025,848.874810317531,"1"
"1439",8.6,0.17,8.48155690689863,755,197.50541879209,0.0199299719162454,0.109,1689.64996113442,845.659073242918,"1"
"1440",8.6,0.17,8.4804287392489,756,197.50541879209,0.0208171551512723,0.109112816764973,1684.82041912433,846.112816764973,"1"
"1441",8.6,0.17,8.47209921700706,756,197.50541879209,0.0199299719162454,0.110054231010843,1649.57269931445,850.945768989157,"1"
"1442",8.6,0.17,8.48155690689863,755,197.50541879209,0.0199299719162454,0.109,1686.5735354519,844.260697932681,"1"
"1443",8.6,0.17,8.48852988831525,755,195.413524367104,0.0215353756329214,0.110697298141662,1715.88108699163,845.394596283324,"1"
"1444",8.6,0.17,8.47977332253766,755.178358436096,197.50541879209,0.0199299719162454,0.110821641563904,1702.07015061658,850.286566255614,"1"
"1445",8.6,0.17,8.48277014862106,756,195.823432533725,0.0199299719162454,0.110560662086122,1662.01655215304,851,"1"
"1446",8.6,0.17,8.48155690689863,755.698230357375,197.50541879209,0.0199299719162454,0.111,1684.242471423,850.301769642625,"1"
"1447",8.6,0.178181581343524,8.48155690689863,756,197.50541879209,0.0209299719162454,0.109818158134352,1665.63683731295,844.363683731295,"1"
"1448",8.6,0.18,8.4750954137306,755,197.50541879209,0.0202838225994428,0.109646149316803,1733.98453838564,845.292298633605,"1"
"1449",8.6,0.174383631621022,8.48278964365658,755,195.820508278397,0.0204916087541432,0.110561636837898,1727.64398956625,846,"1"
"1450",8.6,0.16,8.51271760755976,754.883929933887,194.50541879209,0.0199299719162454,0.104116070066113,1463.53571973555,943.696420396678,"1"
"1451",8.6,0.16,8.52155690689863,754,194.50541879209,0.0204642196680588,0.105,1464.80822976632,946.863008992746,"1"
"1452",8.6,0.16,8.52155690689863,754.64623454283,194.50541879209,0.0209299719162454,0.105,1448.32049462944,946.29246908566,"1"
"1453",8.6,0.16,8.52155690689863,754,194.50541879209,0.0199299719162454,0.105,1457.97760104015,946.472001300193,"1"
"1454",8.51229933446739,0.16,8.51278684034537,754,194.50541879209,0.0199299719162454,0.105,1431.8288469275,942.508026621304,"1"
"1455",8.6,0.16,8.52155690689863,754.000884854002,194.50541879209,0.0199308567702473,0.105,1422.01327281003,944.002654562006,"1"
"1456",8.6,0.16,8.51666321038327,754.489369651536,194.50541879209,0.0199299719162454,0.104510630348464,1461.95747860614,943,"1"
"1457",8.52138995472342,0.16,8.51941791142629,754.213899547234,194.50541879209,0.0199299719162454,0.104,1454.56679456681,943.786100452766,"1"
"1458",8.6,0.16,8.51731071679679,754.424619010184,194.50541879209,0.0199299719162454,0.104,1466.87690494908,943.575380989816,"1"
"1459",8.6,0.16,8.51925315853267,754.230374836596,194.50541879209,0.0199299719162454,0.104,1467.84812581702,943.769625163404,"1"
"1460",8.57989507375751,0.16,8.51954641427438,753.798950737575,194.50541879209,0.0199299719162454,0.104,1520.39685221273,946.010492624249,"1"
"1461",8.57816150647122,0.16,8.51155690689863,753.781615064712,194.50541879209,0.0199299719162454,0.104,1518,950.091924676439,"1"
"1462",8.5,0.16,8.51155690689863,754,194.50541879209,0.0204531945668795,0.104,1499.23222650634,951.953554698732,"1"
"1463",8.5,0.16,8.50864445537155,753.708754847292,194.50541879209,0.0205124622216617,0.104,1547.96128393104,947.873735458124,"1"
"1464",8.5,0.16,8.51155690689863,754,194.50541879209,0.0202962546670978,0.104,1515.22680676449,952.267434498295,"1"
"1465",8.5,0.16,8.51155690689863,753,194.50541879209,0.0199299719162454,0.104,1512.29560780711,952.993342554197,"1"
"1466",8.5,0.16,8.51155690689863,753.349974752404,194.50541879209,0.0202799466686492,0.104,1502.04992425721,951,"1"
"1467",8.5,0.16,8.51155690689863,754,194.50541879209,0.0209299719162454,0.104,1518.77082696091,951,"1"
"1468",8.5,0.16,8.51155690689863,754,194.50541879209,0.0208784838014917,0.104,1504.25744057377,951.102976229507,"1"
"1469",8.5,0.16,8.51155690689863,754.115926323226,194.50541879209,0.0209299719162454,0.104,1526,951.231852646451,"1"
"1470",8.5,0.16,8.50445591118944,753.289900429081,194.50541879209,0.0216400714871642,0.104,1531.69388326583,950.289900429081,"1"
"1471",8.5,0.16,8.50948527546658,754,194.50541879209,0.0209299719162454,0.103585673713591,1522.47822656552,950.585673713591,"1"
"1472",8.5,0.16,8.5083925691835,753.316433771513,194.50541879209,0.0202464056877588,0.103367132456973,1501.63286754303,950.683566228487,"1"
"1473",8.9,0.16,8.35485354599281,756,214,0.015,0.103831438066438,1290.14581873082,939.505685800686,"1"
"1474",8.9,0.16,8.38571279402899,756,214,0.015,0.104573589504231,1292.80192128173,942,"1"
"1475",8.9,0.16,8.38576452129082,756,214,0.015,0.10495149564906,1295.80598259624,941.854486947181,"1"
"1476",8.9,0.16,8.46175399838056,756,214,0.015,0.103834154705051,1306.17077352526,935.668309410103,"1"
"1477",8.9,0.161999259060249,8.39006597261646,756,214,0.015,0.103,1283.79896268435,941.000370469876,"1"
"1478",8.9,0.167868578133639,8.4438262754031,756,214,0.015,0.103,1298.06571093318,935.573715626728,"1"
"1479",8.9,0.16,8.48317338188804,756,214,0.015,0.103723039126024,1299.79901727661,934.338234756142,"1"
"1480",8.9,0.161262307681609,8.52439987189404,756,214,0.015,0.103873769231839,1301.11638462287,936.368846159196,"1"
"1481",8.9,0.16,8.54163450565983,755.167712704744,214,0.015,0.103832287295256,1264.35425409488,935.826011066791,"1"
"14821",8.9,0.16,8.51656265391793,756,214,0.015,0.104,1303.1157856416,936.776842871681,"1"
"1483",8.9,0.16,8.54016145473234,755.41380484798,214,0.015,0.104,1277.96599876718,937,"1"
"1484",8.9,0.16,8.54508769712577,755.383894948522,214,0.015,0.103616105051478,1272.3745292793,933.69663030887,"1"
"1485",8.83682394509669,0.16,8.56476422189739,755.368239450967,214,0.015,0.104,1279.88838078384,936.368239450967,"1"
"1486",8.8,0.16,8.59411227791835,755,214,0.015,0.104,1258.21256100968,936,"1"
"14871",8.86461668570992,0.17,8.63287525203632,755,214,0.015,0.104,1278.16933485679,935.292333714198,"1"
"1488",8.82938892431557,0.162938892431557,8.5991571593091,755.293889243156,214,0.015,0.103706110756844,1263.76721832529,936.293889243156,"1"
"1489",8.8,0.16835295739118,8.63996683945445,755,214,0.015,0.104,1272.01177443471,934.329408521764,"1"
"1490",8.87387971158605,0.177387971158605,8.69338018295213,755.261202884139,214,0.016,0.103261202884139,1263.60436250619,932.567217304837,"1"
"1491",8.88949989196844,0.178949989196844,8.69631581526114,755.105001080316,214,0.016,0.103105001080316,1265.6349859559,931.630006481893,"1"
"1492",8.83787950791884,0.18,8.70996401744393,755,214,0.016,0.103,1271.34843444568,935.348434445681,"1"
"1493",8.8,0.18,8.72341514440056,755,214,0.0156630752366036,0.103,1272.31537618302,935.978451419622,"1"
"1494",8.8139172074385,0.18,8.80320551752412,755,214,0.015,0.103,1256.32993510738,937.16496755369,"1"
"1495",8.83447898598388,0.176552101401612,8.74538883182352,755,214,0.015,0.102655210140161,1269.68957971968,933.723949299194,"1"
"1496",8.8431820603786,0.18,8.80361495807533,755.431820603786,214,0.0161363587924279,0.102,1293.54543516971,936.272717584856,"1"
"1497",8.86080807291437,0.18,8.83925596773421,755,214,0.015,0.103608080729144,1264.08080729144,936.783838541713,"1"
"1498",8.88347612144426,0.18,8.78846935224624,755.834761214443,214,0.0153304775711149,0.102,1290.32191028446,934.66095514223,"1"
"1499",8.80773988887668,0.18,8.83427607202196,755.077398888767,214,0.015,0.102,1280.6965899989,936.7678033337,"1"
"1500",8.82771808917169,0.18,8.83026468485672,755,214,0.0164456382165663,0.102554361783434,1288.96175414021,937.445638216566,"1"
"1501",8.9,0.174682357446291,8.86211003557469,755.531764255371,214,0.015,0.103468235744629,1277.03999234131,936.531764255371,"1"
"1502",9,0.17,8.36705631327581,757,214,0.0140924521125853,0.104907547887415,1646.05850563571,1068.26038309932,"1"
"1503",9,0.17,8.39885156388162,757,214,0.0145331128691323,0.105,1629.8741624495,1064.73509704694,"1"
"1504",9,0.17,8.41473897970883,757,214,0.0147223453661427,0.104444690732285,1616.22123707086,1060.44469073229,"1"
"1505",9,0.17,8.39990889238229,757,214,0.014,0.103344402092509,1641.37760837004,1060.72201046254,"1"
"1506",9,0.17,8.45324950174844,757,214,0.0142531031274702,0.105,1619.97517498024,1065.48138123518,"1"
"1507",9,0.17,8.47403560492116,757,214,0.0142001001508906,0.104599799698219,1617.39869803842,1054.79989984911,"1"
"1508",9,0.17,8.46521645120347,757,214,0.014,0.105,1621.73891576752,1065.43349460512,"1"
"1509",9,0.17,8.49795645575481,757,214,0.014,0.105,1628.48590289243,1056.41431714874,"1"
"1510",9,0.17,8.50977569427399,757.498509000521,214,0.014,0.105,1605.49254500261,1058.49552700156,"1"
"1511",9,0.17,8.49655949126593,757,214,0.014,0.105,1610.6109490362,1061.00576265063,"1"
"1512",9,0.17,8.52621948869135,757,214,0.014,0.105,1635.98565037013,1058.60905611562,"1"
"1513",9,0.17,8.5280415680257,757,214,0.014,0.105,1643.92556476779,1058.9840495931,"1"
"1514",9,0.17,8.57541148773658,757,214,0.014,0.105,1644.62194997491,1060.89571033791,"1"
"1515",9,0.17,8.6236907172437,757,214,0.014,0.105,1614.01864423789,1061.56278553419,"1"
"1516",9,0.17,8.6213431831261,757,214,0.014,0.105,1662.33026054362,1060.03720774758,"1"
"1517",9,0.17,8.61958908090681,757,214,0.014,0.105672270961804,1642.1345030833,1059.3277290382,"1"
"1518",9,0.17,8.60680265602678,757,214,0.014,0.105,1620.90787547128,1060.66419015592,"1"
"1519",9,0.17,8.6109424814826,757.221116442,214,0.014,0.104557767115999,1620.02985606599,1060,"1"
"1520",9,0.17,8.68369803722846,757,214,0.014,0.105219807401299,1646.0990370065,1059.7801925987,"1"
"1521",9,0.17,8.67445132349043,757.868148894748,214,0.014,0.103,1599.52740442101,1057.62668010546,"1"
"1522",9,0.165536485798657,8.6946613219921,757.107297159731,214,0.014,0.103892702840269,1610.60513692349,1039.02148325369,"1"
"1523",9,0.16,8.76715474601389,756.700912363827,214,0.0142990876361728,0.105,1625.35620653629,955.728283278644,"1"
